"","Opinion","Number.of.employment.years","House.type","term.in.months","Age","Marital.status","Registers","Type.of.employment","Expenses","income","total.wealth","mortgage.left","amount.of.money.solicitated","price.of.good.to.buy","weight","funding.ratio","saving.capacity","fold"
"11891","Negative",3,"rented",4,28,"married","Yes","Permanent","less miser",190,1,0,800,1157,0.2,1,2,7
"11892","Positive",3,"ownerwithdeed",2,49,"married","No","Permanent","miser",73,1,0,400,500,0.2,2,2,10
"11893","Negative",3,"parents",2,28,"single","Yes","Self","miser",0,1,0,400,640,0.2,1,2,3
"11894","Positive",3,"ownerwithdeed",5,32,"divorced","No","Self","miser",0,1,3300,1550,1612,0.2,2,2,7
"11895","Positive",3,"ownerwithdeed",3,51,"married","No","Permanent","less miser",160,1,0,900,1221,0.2,2,2,4
"11896","Positive",2,"ownerwithdeed",5,28,"married","Yes","Temporaray","less miser",122,1,1000,800,1484,0.2,1,2,7
"11897","Positive",2,"ownerwithdeed",3,30,"married","No","Self","miser",0,1,0,1100,1850,0.2,1,2,7
"11898","Positive",3,"ownerwithdeed",4,51,"married","No","Permanent","less miser",130,1,0,1400,1700,0.2,2,2,9
"11899","Positive",3,"private",5,45,"married","No","Permanent","less miser",169,1,300,1250,1565,0.2,2,2,7
"11900","Positive",2,"parents",2,40,"single","No","Permanent","miser",150,1,600,500,1672,0.2,1,2,5
"11901","Positive",2,"rented",5,29,"married","No","Permanent","less miser",142,1,0,700,1344,0.2,1,2,6
"11902","Positive",3,"private",3,32,"married","No","Permanent","less miser",101,1,0,1400,1444,0.2,2,2,6
"11903","Negative",2,"parents",3,24,"single","No","Permanent","miser",65,1,0,895,895,0.2,3,2,4
"11904","Positive",2,"ownerwithdeed",5,30,"single","No","Temporaray","miser",285,1,0,850,1251,0.2,1,2,1
"11905","Positive",3,"private",4,42,"married","No","Permanent","less spenthrift",151,1,6300,1000,1650,0.2,1,2,10
"11906","Negative",2,"rented",4,49,"married","No","Temporaray","less miser",72,1,0,500,950,0.2,1,2,3
"11907","Negative",2,"rented",5,34,"single","No","Permanent","miser",80,1,0,1500,2218,0.2,1,2,9
"11908","Negative",2,"ownerwithdeed",3,29,"single","No","Self","miser",71,1,0,950,1300,0.2,2,2,5
"11909","Negative",3,"ownerwithdeed",4,50,"married","Yes","Self","less miser",0,1,0,4000,6146,0.2,1,2,8
"11910","Negative",3,"ownerwithdeed",4,26,"married","No","Permanent","miser",135,1,0,200,1871,0.2,1,2,3
"11911","Positive",3,"ownerwithdeed",4,48,"married","Yes","Permanent","miser",202,1,0,800,1800,0.2,1,2,4
"11912","Positive",3,"ownerwithdeed",3,50,"divorced","No","Self","miser",0,1,0,1250,1423,0.2,2,2,6
"11913","Negative",2,"ownerwithdeed",3,21,"single","Yes","Self","miser",25,1,4000,1000,1200,0.2,2,2,9
"11914","Positive",3,"ownerwithdeed",3,63,"married","No","Self","miser",110,1,0,1000,1675,0.2,1,2,1
"11915","Positive",3,"ownerwithdeed",5,32,"married","No","Permanent","less miser",103,1,0,1100,1293,0.2,2,2,7
"11916","Positive",3,"ownerwithdeed",5,51,"married","No","Permanent","less miser",216,1,0,1000,1200,0.2,2,2,4
"11917","Positive",3,"parents",5,25,"single","No","Permanent","miser",75,1,0,1200,1300,0.2,2,2,7
"11918","Negative",2,"others",5,32,"married","Yes","Temporaray","miser",114,1,500,1150,1661,0.2,1,2,1
"11919","Positive",3,"ownerwithdeed",5,28,"married","Yes","Permanent","miser",198,1,900,1000,1850,0.2,1,2,1
"11920","Positive",3,"rented",4,32,"married","Yes","Permanent","less spenthrift",270,1,0,1000,1640,0.2,1,2,6
"11921","Positive",3,"ownerwithdeed",1,45,"widower","Yes","Self","less miser",200,1,0,600,1130,0.2,1,2,3
"11922","Positive",2,"parents",2,21,"single","No","Permanent","miser",64,1,0,700,1250,0.2,1,2,8
"11923","Positive",3,"ownerwithdeed",2,35,"married","No","Permanent","less miser",90,1,0,200,1147,0.2,1,2,2
"11924","Positive",3,"ownerwithdeed",5,27,"married","No","Permanent","miser",132,1,1400,1400,1428,0.2,98.0392156862745,2,9
"11925","Positive",3,"ownerwithdeed",5,26,"married","No","Permanent","miser",70,1,0,1050,1273,0.2,2,2,2
"11926","Positive",2,"parents",4,21,"single","No","Temporaray","miser",164,1,0,1400,1503,0.2,2,2,1
"11927","Positive",2,"ownerwithdeed",2,40,"married","No","Self","less miser",0,1,0,680,1682,0.2,1,2,6
"11928","Positive",3,"parents",4,37,"married","No","Permanent","less miser",179,1,0,1000,1530,0.2,1,2,10
"11929","Positive",3,"ownerwithdeed",5,35,"married","No","Self","less miser",0,1,0,1500,1850,0.2,2,2,4
"11930","Positive",3,"private",5,58,"married","No","Permanent","miser",164,1,1000,1500,2000,0.2,2,2,1
"11931","Negative",3,"ownerwithdeed",5,50,"widower","Yes","Self","miser",25,1,2520,880,951,0.2,2,2,8
"11932","Positive",3,"parents",2,25,"single","No","Temporaray","miser",111,1,0,750,1125,0.2,1,2,9
"11933","Positive",3,"ownerwithdeed",5,43,"married","No","Permanent","less miser",123,1,0,1600,1805,0.2,2,2,9
"11934","Positive",3,"rented",5,52,"married","No","Permanent","less miser",384,1,3000,900,1633,0.2,1,2,6
"11935","Positive",3,"parents",5,41,"married","No","Permanent","less miser",217,1,0,1230,1238,0.2,3,2,2
"11936","Positive",3,"ownerwithdeed",30,54,"married","No","Permanent","less miser",234,1,0,1250,2166,0.2,1,2,2
"11937","Positive",3,"ownerwithdeed",3,50,"married","No","Self","less miser",0,1,3000,2300,3295,0.2,1,2,7
"11938","Positive",2,"ownerwithdeed",5,61,"married","No","Others","miser",113,1,0,1300,1726,0.2,2,2,1
"11939","Positive",3,"others",4,47,"married","No","Permanent","less miser",182,1,0,1200,1431,0.2,2,2,8
"11940","Positive",3,"parents",4,30,"separated","No","Permanent","miser",126,1,0,850,1075,0.2,2,2,4
"11941","Negative",3,"ownerwithdeed",3,35,"separated","No","Self","less miser",135,1,0,750,975,0.2,2,2,10
"11942","Positive",2,"parents",2,20,"single","No","Permanent","miser",170,1,0,500,1624,0.2,1,2,8
"11943","Positive",2,"ownerwithdeed",4,57,"married","No","Permanent","less miser",184,1,0,1000,1500,0.2,1,2,1
"11944","Negative",2,"ownerwithdeed",5,43,"married","No","Temporaray","less miser",147,1,2000,750,1256,0.2,1,2,7
"11945","Positive",3,"rented",5,30,"married","No","Self","less miser",129,1,0,800,846,0.2,2,2,3
"11946","Positive",3,"rented",5,58,"widower","No","Permanent","less miser",131,1,0,1000,1658,0.2,1,2,1
"11947","Negative",3,"ownerwithdeed",3,46,"married","Yes","Self","less spenthrift",200,1,0,2000,2985,0.2,1,2,8
"11948","Positive",2,"rented",5,24,"single","No","Permanent","less miser",182,1,0,900,1325,0.2,1,2,2
"11949","Positive",2,"rented",3,26,"single","No","Permanent","less miser",107,1,0,310,910,0.2,1,2,6
"11950","Positive",2,"ownerwithdeed",5,36,"married","No","Permanent","less miser",214,1,0,650,1645,0.2,1,2,7
"11951","Positive",3,"ownerwithdeed",5,44,"married","No","Permanent","less miser",125,1,0,1600,1800,0.2,2,2,1
"11952","Positive",3,"parents",1,27,"single","No","Permanent","miser",80,1,0,200,1093,0.2,1,2,5
"11953","Positive",2,"ownerwithdeed",5,32,"married","No","Self","less spenthrift",107,1,0,1200,1957,0.2,1,2,6
"11954","Negative",2,"parents",4,41,"married","No","Temporaray","less spenthrift",80,1,0,1200,1468,0.2,2,2,2
"11955","Positive",3,"ownerwithdeed",4,34,"married","No","Self","less miser",125,1,0,1150,1577,0.2,2,2,10
"11956","Positive",3,"ownerwithdeed",3,29,"married","No","Permanent","less miser",121,1,0,650,915,0.2,2,2,10
"11957","Positive",3,"ownerwithdeed",5,30,"married","No","Permanent","less miser",199,1,2500,1500,1650,0.2,2,2,7
"11958","Positive",3,"private",3,37,"married","No","Permanent","less miser",170,1,260,600,940,0.2,1,2,1
"11959","Negative",2,"others",18,21,"single","Yes","Temporaray","miser",50,1,0,400,500,0.2,2,2,7
"11960","Positive",2,"ownerwithdeed",2,68,"married","No","Permanent","less miser",131,1,0,900,1186,0.2,2,2,9
"11961","Positive",3,"private",2,52,"single","No","Self","miser",330,1,0,1500,2201,0.2,1,2,6
"11962","Positive",3,"rented",2,68,"married","No","Self","less miser",200,1,2000,600,1350,0.2,1,2,1
"11963","Negative",2,"ignore",4,36,"married","No","Temporaray","less miser",130,1,0,1100,1511,0.2,2,2,5
"11964","Positive",2,"parents",5,31,"single","No","Permanent","miser",137,1,0,1250,1253,0.2,3,2,9
"11965","Negative",2,"rented",5,25,"single","No","Permanent","less miser",107,1,0,1500,2189,0.2,1,2,1
"11966","Positive",3,"ownerwithdeed",5,22,"single","No","Permanent","less miser",324,1,0,1100,1159,0.2,2,2,2
"11967","Negative",2,"ownerwithdeed",5,45,"married","No","Temporaray","less spenthrift",112,1,500,600,1332,0.2,1,2,6
"11968","Positive",3,"rented",5,41,"married","No","Permanent","less miser",140,1,0,950,1497,0.2,1,2,3
"11969","Positive",3,"ownerwithdeed",5,51,"married","No","Permanent","less miser",143,1,0,1350,1357,0.2,3,2,8
"11970","Positive",3,"ownerwithdeed",3,54,"married","No","Permanent","less miser",130,1,0,700,2100,0.2,1,2,3
"11971","Positive",3,"ownerwithdeed",5,43,"single","No","Permanent","less miser",180,1,0,1000,1070,0.2,2,2,4
"11972","Positive",3,"ownerwithdeed",3,43,"married","No","Permanent","less miser",251,1,0,1800,2557,0.2,2,2,6
"11973","Negative",2,"ownerwithdeed",2,23,"married","No","Permanent","less miser",85,1,0,600,1600,0.2,1,2,9
"11974","Negative",2,"ownerwithdeed",4,37,"single","No","Permanent","miser",0,1,0,1500,1850,0.2,2,2,9
"11975","Positive",2,"ownerwithdeed",4,29,"married","No","Permanent","less miser",150,1,3300,1100,1312,0.2,2,2,2
"11976","Negative",2,"ownerwithdeed",3,23,"single","No","Temporaray","less miser",122,1,0,400,400,0.2,3,2,10
"11977","Positive",3,"private",2,51,"married","No","Temporaray","less miser",198,1,0,450,650,0.2,1,2,2
"11978","Positive",3,"ownerwithdeed",3,39,"married","No","Self","less miser",150,1,0,1000,1394,0.2,2,2,4
"11979","Positive",3,"parents",3,35,"single","No","Permanent","miser",170,1,0,1100,1542,0.2,2,2,3
"11980","Positive",3,"ownerwithdeed",2,62,"married","No","Self","less miser",119,1,0,700,1200,0.2,1,2,9
"11981","Positive",3,"ownerwithdeed",2,56,"married","No","Self","less miser",208,1,0,500,1560,0.2,1,2,6
"11982","Positive",3,"ownerwithdeed",4,32,"married","No","Permanent","less miser",115,1,0,800,1200,0.2,1,2,6
"11983","Negative",2,"rented",54,36,"married","No","Permanent","less miser",99,1,0,950,950,0.2,3,2,6
"11984","Positive",3,"ownerwithdeed",5,64,"married","No","Permanent","less miser",120,1,0,1125,1300,0.2,2,2,1
"11985","Negative",3,"rented",4,31,"single","No","Permanent","miser",90,1,0,1300,1700,0.2,2,2,6
"11986","Positive",3,"ownerwithdeed",5,42,"married","No","Permanent","less miser",137,1,0,900,1167,0.2,2,2,8
"11987","Positive",2,"ownerwithdeed",5,61,"widower","No","Others","miser",230,1,0,950,1150,0.2,2,2,9
"11988","Negative",2,"ownerwithdeed",5,32,"married","Yes","Permanent","less miser",142,1,3000,1250,1566,0.2,2,2,5
"11989","Negative",2,"ownerwithdeed",5,43,"married","No","Temporaray","less miser",71,1,0,1500,1552,0.2,2,2,4
"11990","Positive",2,"parents",5,26,"single","No","Temporaray","miser",120,1,0,1150,1300,0.2,2,2,2
"11991","Positive",2,"ownerwithdeed",5,49,"widower","No","Self","miser",233,1,4500,2100,2104,0.2,3,2,5
"11992","Positive",3,"ownerwithdeed",3,47,"married","No","Permanent","less miser",289,1,0,1500,2154,0.2,1,2,3
"11993","Negative",2,"rented",3,27,"separated","No","Permanent","less miser",128,1,0,450,545,0.2,2,2,2
"11994","Positive",3,"ownerwithdeed",3,52,"married","No","Self","less miser",150,1,0,750,1778,0.2,1,2,8
"11995","Positive",3,"ownerwithdeed",5,28,"married","No","Permanent","less miser",145,1,1000,1600,1718,0.2,2,2,10
"11996","Positive",3,"ownerwithdeed",5,31,"married","No","Permanent","less miser",90,1,0,900,1500,0.2,1,2,5
"11997","Positive",2,"rented",5,32,"married","No","Permanent","less spenthrift",301,1,0,1200,1274,0.2,2,2,9
"11998","Positive",3,"ownerwithdeed",3,51,"married","No","Self","less miser",200,1,1200,900,1015,0.2,2,2,1
"11999","Positive",2,"parents",1,37,"married","No","Self","less miser",150,1,0,500,1701,0.2,1,2,2
"12000","Negative",2,"rented",4,29,"married","Yes","Self","less miser",100,1,0,1000,1345,0.2,2,2,6
"12001","Positive",3,"parents",5,26,"single","No","Permanent","miser",100,1,0,1000,1238,0.2,2,2,1
"12002","Positive",2,"parents",30,27,"single","No","Permanent","less miser",100,1,0,500,1048,0.2,1,2,6
"12003","Positive",3,"ownerwithdeed",2,63,"married","No","Permanent","less miser",155,1,0,600,1048,0.2,1,2,6
"12004","Positive",3,"ownerwithdeed",2,55,"married","No","Permanent","less spenthrift",715,1,0,800,1324,0.2,1,2,10
"12005","Positive",2,"rented",5,28,"married","No","Permanent","less miser",245,1,0,1830,2201,0.2,2,2,2
"12006","Positive",3,"rented",4,31,"married","No","Permanent","less spenthrift",150,1,0,1100,1430,0.2,2,2,2
"12007","Negative",2,"parents",42,27,"single","No","Permanent","miser",70,1,0,600,926,0.2,1,2,7
"12008","Positive",3,"ownerwithdeed",2,40,"married","No","Permanent","less miser",190,1,0,1000,1500,0.2,1,2,3
"12009","Positive",2,"ownerwithdeed",3,35,"married","No","Permanent","less miser",152,1,0,1000,1542,0.2,1,2,5
"12010","Positive",3,"private",5,43,"married","No","Permanent","less miser",126,1,0,1350,1360,0.2,3,2,4
"12011","Positive",3,"ownerwithdeed",18,34,"married","No","Self","less miser",181,1,0,600,1000,0.2,1,2,2
"12012","Positive",2,"ownerwithdeed",5,37,"married","No","Permanent","less miser",185,1,0,1200,1564,0.2,2,2,3
"12013","Positive",3,"ownerwithdeed",5,53,"married","No","Permanent","less miser",170,1,0,850,1205,0.2,2,2,5
"12014","Positive",3,"rented",5,46,"married","No","Permanent","less spenthrift",176,1,0,2000,2200,0.2,2,2,5
"12015","Positive",3,"parents",3,36,"married","No","Self","less miser",238,1,0,900,2214,0.2,1,2,9
"12016","Positive",2,"private",5,46,"married","No","Permanent","less miser",115,1,800,1000,1137,0.2,2,2,3
"12017","Positive",3,"ownerwithdeed",4,43,"married","No","Permanent","less miser",200,1,0,600,1025,0.2,1,2,8
"12018","Positive",3,"ownerwithdeed",3,31,"married","Yes","Self","less miser",411,1,4000,800,1593,0.2,1,2,6
"12019","Positive",3,"ownerwithdeed",2,43,"married","No","Permanent","less miser",93,1,0,700,1735,0.2,1,2,6
"12020","Positive",3,"rented",5,38,"married","No","Permanent","less spenthrift",108,1,0,1000,1132,0.2,2,2,10
"12021","Positive",3,"ownerwithdeed",1,37,"married","No","Self","less spenthrift",500,1,0,500,1338,0.2,1,2,9
"12022","Positive",2,"others",3,46,"married","Yes","Others","less miser",45,1,0,900,1100,0.2,2,2,1
"12023","Positive",3,"rented",3,55,"married","No","Permanent","less miser",250,1,0,1750,2276,0.2,2,2,10
"12024","Positive",3,"ownerwithdeed",4,56,"married","No","Permanent","less miser",100,1,0,900,1360,0.2,1,2,9
"12025","Positive",3,"ownerwithdeed",3,55,"married","No","Permanent","less miser",70,1,0,1000,1436,0.2,1,2,9
"12026","Positive",3,"parents",3,52,"married","No","Permanent","less miser",150,1,0,550,612,0.2,2,2,7
"12027","Negative",2,"ownerwithdeed",3,29,"married","No","Permanent","less miser",70,1,0,850,1100,0.2,2,2,10
"12028","Positive",3,"ownerwithdeed",5,39,"divorced","Yes","Permanent","miser",263,1,0,1000,1300,0.2,2,2,6
"12029","Positive",3,"ownerwithdeed",5,38,"married","No","Self","less miser",200,1,0,1000,2089,0.2,1,2,7
"12030","Positive",3,"ownerwithdeed",2,24,"single","No","Permanent","miser",78,1,3000,500,2262,0.2,1,2,7
"12031","Positive",3,"rented",5,28,"single","No","Permanent","less miser",120,1,0,600,1054,0.2,1,2,9
"12032","Positive",3,"ownerwithdeed",5,53,"married","No","Permanent","less miser",125,1,0,1426,1426,0.2,3,2,5
"12033","Negative",2,"rented",5,25,"single","No","Temporaray","miser",50,1,0,1040,1048,0.2,3,2,9
"12034","Negative",3,"rented",5,62,"married","No","Permanent","less miser",146,1,0,1000,1292,0.2,2,2,5
"12035","Positive",2,"parents",5,29,"single","No","Permanent","miser",70,1,0,950,1177,0.2,2,2,2
"12036","Negative",3,"parents",5,32,"single","Yes","Permanent","miser",105,1,0,1490,1490,0.2,3,2,7
"12037","Positive",2,"rented",3,21,"married","No","Self","less spenthrift",413,1,0,750,850,0.2,2,2,2
"12038","Positive",3,"rented",3,38,"married","No","Self","less spenthrift",500,1,21400,800,1011,0.2,2,2,5
"12039","Positive",3,"rented",4,56,"married","No","Self","less spenthrift",350,1,0,1400,1571,0.2,2,2,5
"12040","Positive",2,"ownerwithdeed",3,41,"married","No","Self","less miser",200,1,0,1000,1000,0.2,3,2,8
"12041","Negative",3,"others",3,46,"married","No","Permanent","less miser",138,1,0,250,270,0.2,2,2,10
"12042","Positive",2,"ownerwithdeed",5,54,"widower","No","Others","miser",80,1,0,950,1382,0.2,1,2,9
"12043","Positive",3,"ownerwithdeed",3,51,"married","No","Self","less spenthrift",208,1,0,1500,1713,0.2,2,2,1
"12044","Positive",3,"rented",5,52,"married","No","Permanent","less spenthrift",137,1,0,800,1086,0.2,2,2,4
"12045","Positive",3,"ownerwithdeed",4,57,"married","No","Self","less miser",58,1,0,1500,3262,0.2,1,2,8
"12046","Positive",2,"rented",5,33,"married","No","Permanent","less miser",130,1,0,1100,1610,0.2,1,2,10
"12047","Positive",2,"ownerwithdeed",5,33,"married","No","Permanent","less miser",123,1,1000,600,1030,0.2,1,2,3
"12048","Negative",2,"rented",3,29,"married","No","Temporaray","less miser",180,1,0,650,650,0.2,3,2,4
"12049","Negative",2,"others",4,23,"single","No","Permanent","miser",140,1,0,1950,2175,0.2,2,2,6
"12050","Positive",3,"ownerwithdeed",2,33,"married","No","Permanent","less miser",315,1,0,400,1780,0.2,1,2,9
"12051","Negative",2,"rented",3,24,"married","No","Temporaray","less miser",164,1,0,900,950,0.2,2,2,2
"12052","Negative",3,"parents",5,28,"married","No","Self","less spenthrift",325,1,0,1200,1211,0.2,3,2,5
"12053","Positive",3,"ownerwithdeed",5,27,"married","No","Permanent","less miser",135,1,1400,1600,1650,0.2,2,2,9
"12054","Negative",3,"parents",3,33,"single","No","Permanent","miser",109,1,0,350,350,0.2,3,2,5
"12055","Positive",3,"rented",5,32,"married","No","Permanent","less miser",185,1,0,950,1117,0.2,2,2,9
"12056","Positive",3,"ownerwithdeed",2,39,"married","No","Permanent","less miser",217,1,3000,1500,2468,0.2,1,2,2
"12057","Negative",3,"ownerwithdeed",5,51,"married","No","Self","less spenthrift",300,1,2500,1340,1740,0.2,2,2,3
"12058","Negative",2,"ownerwithdeed",3,39,"single","No","Self","miser",0,1,0,1000,1210,0.2,2,2,6
"12059","Positive",3,"ownerwithdeed",4,29,"married","No","Permanent","less miser",253,1,0,670,963,0.2,1,2,5
"12060","Negative",2,"ownerwithdeed",3,32,"married","No","Permanent","less miser",101,1,400,1200,1646,0.2,2,2,9
"12061","Negative",2,"ownerwithdeed",3,40,"married","Yes","Self","miser",200,1,0,800,800,0.2,3,2,8
"12062","Positive",3,"ownerwithdeed",3,47,"married","No","Permanent","less miser",124,1,0,460,470,0.2,2,2,2
"12063","Positive",3,"ownerwithdeed",2,66,"married","No","Permanent","less miser",143,1,0,950,1370,0.2,1,2,8
"12064","Positive",2,"private",4,39,"separated","No","Self","miser",250,1,1500,700,839,0.2,2,2,3
"12065","Positive",3,"ownerwithdeed",5,50,"married","No","Permanent","less miser",135,1,1000,600,1346,0.2,1,2,3
"12066","Positive",2,"rented",5,25,"married","No","Permanent","less miser",115,1,0,900,1350,0.2,1,2,5
"12067","Negative",2,"ownerwithdeed",5,27,"married","No","Temporaray","less miser",160,1,3000,1800,2100,0.2,2,2,10
"12068","Positive",3,"rented",5,54,"married","No","Permanent","less miser",214,1,0,1300,1307,0.2,3,2,1
"12069","Positive",3,"rented",5,42,"married","No","Permanent","less spenthrift",390,1,0,1100,1126,0.2,2,2,3
"12070","Positive",3,"ownerwithdeed",4,35,"separated","No","Self","less miser",500,1,0,2380,4786,0.2,1,2,10
"12071","Negative",2,"parents",5,23,"single","No","Temporaray","miser",95,1,0,1400,1478,0.2,2,2,3
"12072","Positive",3,"ownerwithdeed",5,52,"married","No","Permanent","less miser",200,1,0,1550,1568,0.2,98.8520408163265,2,1
"12073","Positive",2,"parents",2,22,"single","No","Temporaray","miser",85,1,0,650,1056,0.2,1,2,5
"12074","Positive",3,"others",18,48,"married","No","Permanent","less spenthrift",214,1,0,1000,1608,0.2,1,2,8
"12075","Positive",2,"ownerwithdeed",5,25,"married","No","Permanent","less miser",140,1,0,950,1179,0.2,2,2,3
"12076","Negative",3,"others",5,26,"married","No","Permanent","less miser",60,1,0,1400,1524,0.2,2,2,6
"12077","Positive",3,"ownerwithdeed",5,28,"married","No","Permanent","less miser",180,1,0,1300,1730,0.2,2,2,7
"12078","Positive",3,"ownerwithdeed",30,62,"married","No","Self","less miser",300,1,9000,600,823,0.2,2,2,5
"12079","Positive",2,"rented",5,33,"married","No","Self","less miser",200,1,0,700,800,0.2,2,2,8
"12080","Positive",3,"parents",5,41,"married","No","Permanent","less miser",242,1,0,1300,1482,0.2,2,2,8
"12081","Positive",2,"ownerwithdeed",5,29,"married","No","Temporaray","less miser",155,1,2500,900,1110,0.2,2,2,9
"12082","Negative",2,"rented",5,37,"single","No","Permanent","less miser",100,1,0,1150,1555,0.2,2,2,10
"12083","Positive",2,"ownerwithdeed",5,31,"married","No","Permanent","less miser",105,1,0,1100,1170,0.2,2,2,1
"12084","Positive",3,"ownerwithdeed",1,50,"married","No","Self","less miser",166,1,0,500,886,0.2,1,2,5
"12085","Negative",3,"rented",5,42,"separated","Yes","Permanent","less miser",120,1,0,800,1395,0.2,1,2,7
"12086","Positive",3,"ownerwithdeed",3,33,"married","No","Permanent","less miser",115,1,2000,1000,2084,0.2,1,2,2
"12087","Positive",3,"ownerwithdeed",2,54,"married","No","Self","less spenthrift",350,1,0,3800,8800,0.2,1,2,3
"12088","Positive",3,"ownerwithdeed",3,58,"married","No","Self","less miser",0,1,0,1000,1160,0.2,2,2,4
"12089","Positive",3,"rented",5,40,"married","No","Permanent","less spenthrift",442,1,1947,900,1211,0.2,2,2,10
"12090","Negative",3,"parents",5,31,"separated","Yes","Permanent","miser",101,1,0,1300,1300,0.2,3,2,7
"12091","Negative",2,"ownerwithdeed",3,35,"married","Yes","Permanent","less spenthrift",122,1,2000,850,850,0.2,3,2,9
"12092","Positive",3,"ownerwithdeed",5,64,"married","No","Self","less miser",250,1,0,700,1204,0.2,1,2,1
"12093","Positive",3,"parents",2,29,"single","No","Self","miser",90,1,0,600,1528,0.2,1,2,3
"12094","Positive",2,"ownerwithdeed",4,33,"married","No","Permanent","less miser",160,1,0,1200,1298,0.2,2,2,10
"12095","Positive",3,"ownerwithdeed",18,35,"married","No","Self","less miser",300,1,0,300,600,0.2,1,2,4
"12096","Negative",2,"parents",4,28,"single","No","Permanent","miser",83,1,0,1000,1320,0.2,2,2,7
"12097","Positive",3,"ownerwithdeed",5,59,"married","No","Self","less miser",0,1,0,1100,1300,0.2,2,2,6
"12098","Negative",2,"others",5,25,"married","No","Temporaray","less miser",60,1,0,1300,1380,0.2,2,2,3
"12099","Negative",2,"parents",5,23,"single","No","Temporaray","miser",205,1,0,1400,1426,0.2,98.1767180925666,2,5
"12100","Positive",2,"ownerwithdeed",2,30,"married","No","Self","less miser",133,1,900,1500,5200,0.2,1,2,6
"12101","Positive",3,"rented",3,36,"married","No","Permanent","less miser",179,1,0,900,1503,0.2,1,2,2
"12102","Positive",2,"ownerwithdeed",4,25,"single","No","Self","miser",0,1,0,1200,1449,0.2,2,2,8
"12103","Positive",3,"others",5,22,"single","No","Permanent","less miser",195,1,0,700,1422,0.2,1,2,4
"12104","Positive",3,"ownerwithdeed",2,45,"married","No","Permanent","less miser",112,1,0,500,1430,0.2,1,2,2
"12105","Positive",2,"ownerwithdeed",30,47,"married","No","Self","less spenthrift",210,1,0,1550,1578,0.2,98.2256020278834,2,3
"12106","Positive",3,"private",4,36,"married","No","Permanent","less miser",155,1,200,1100,1250,0.2,2,2,8
"12107","Positive",2,"ownerwithdeed",3,36,"single","Yes","Self","miser",394,1,0,1500,2260,0.2,1,2,1
"12108","Positive",3,"rented",3,60,"married","No","Permanent","less miser",149,1,0,200,280,0.2,2,2,1
"12109","Positive",3,"rented",4,59,"married","No","Permanent","less miser",120,1,0,800,1298,0.2,1,2,2
"12110","Negative",3,"ownerwithdeed",4,58,"married","Yes","Self","less miser",400,1,0,930,945,0.2,98.4126984126984,2,1
"12111","Positive",3,"ownerwithdeed",1,37,"married","No","Permanent","less miser",165,1,0,900,1694,0.2,1,2,3
"12112","Negative",3,"ownerwithdeed",3,32,"married","No","Self","less miser",125,1,0,600,700,0.2,2,2,9
"12113","Positive",3,"rented",4,26,"single","No","Permanent","miser",74,1,0,600,1290,0.2,1,2,6
"12114","Positive",3,"ownerwithdeed",5,40,"married","No","Permanent","less miser",86,1,0,1300,1581,0.2,2,2,1
"12115","Positive",3,"ownerwithdeed",4,55,"married","No","Permanent","less miser",185,1,0,1000,1383,0.2,2,2,7
"12116","Positive",3,"rented",5,30,"married","No","Permanent","less miser",165,1,0,1350,1637,0.2,2,2,3
"12117","Positive",3,"parents",54,43,"married","No","Permanent","less miser",110,1,0,1275,1275,0.2,3,2,8
"12118","Negative",2,"rented",5,28,"married","No","Permanent","less miser",138,1,0,1400,1400,0.2,3,2,4
"12119","Positive",3,"ownerwithdeed",2,47,"married","No","Self","less miser",300,1,0,600,832,0.2,2,2,7
"12120","Positive",3,"ownerwithdeed",3,29,"single","No","Permanent","miser",147,1,0,1886,2886,0.2,1,2,7
"12121","Negative",2,"rented",5,48,"separated","Yes","Self","miser",0,1,15500,1200,1257,0.2,2,2,10
"12122","Positive",3,"parents",5,34,"married","No","Permanent","less miser",112,1,0,600,1346,0.2,1,2,9
"12123","Positive",3,"ownerwithdeed",5,53,"married","Yes","Self","less miser",350,1,0,800,1138,0.2,2,2,5
"12124","Positive",3,"ownerwithdeed",1,44,"married","No","Permanent","less miser",110,1,0,300,1801,0.2,1,2,5
"12125","Negative",2,"ownerwithdeed",4,49,"married","No","Temporaray","less miser",75,1,0,900,1200,0.2,2,2,1
"12126","Positive",2,"rented",3,51,"married","No","Permanent","less spenthrift",230,1,0,950,950,0.2,3,2,6
"12127","Positive",3,"ignore",5,34,"married","No","Permanent","less miser",85,1,0,1400,1589,0.2,2,2,4
"12128","Positive",3,"ownerwithdeed",4,42,"married","No","Self","less miser",210,1,120,1200,1617,0.2,2,2,5
"12129","Positive",3,"ownerwithdeed",5,34,"married","No","Permanent","less miser",125,1,0,1200,1200,0.2,3,2,8
"12130","Positive",3,"ownerwithdeed",5,46,"married","No","Permanent","less miser",149,1,0,1400,2194,0.2,1,2,9
"12131","Positive",2,"ownerwithdeed",4,31,"married","No","Permanent","less miser",201,1,96,1100,1642,0.2,1,2,10
"12132","Negative",3,"others",5,31,"married","No","Permanent","less miser",105,1,0,1200,1423,0.2,2,2,5
"12133","Positive",2,"rented",1,33,"married","No","Permanent","less miser",183,1,0,600,1600,0.2,1,2,2
"12134","Negative",3,"rented",2,30,"single","Yes","Permanent","less miser",113,1,0,700,700,0.2,3,2,4
